,code,name,nameshort
1515,DNMR,Danimer Scientific Inc,Danimer Scientific
1516,DKL,Delek Logistics Partners LP,Delek Logistics Partners LP
1517,DESP,Despegar.com Corp,Despegar.com
1518,PLOW,Douglas Dynamics Inc,Douglas Dynamics
1519,DUK,Duke Energy Corp,Duke Energy
1520,DBI,Designer Brands Inc,Designer Brands
1521,DMRC,Digimarc Corp,Digimarc
1522,DXR,Daxor Corp,Daxor
1523,DALN,Dallasnews Corp,Dallasnews
1524,DAKT,Daktronics Inc,Daktronics
1525,DYCQ,DT Cloud Acquisition Corp,DT Cloud Acquisition
1526,DG,Dollar General Corp,Dollar General
1527,DUETU,DUET Acquisition Corp,DUET Acquisition
1528,DOV,Dover Corp,Dover
1529,DATS,DatChat Inc,DatChat
1530,DRMA,Dermata Therapeutics Inc,Dermata Therapeutics
1531,DY,Dycom Industries Inc,Dycom Industries
1532,DPZ,Domino's Pizza Inc,Domino's Pizza
1533,DASH,DoorDash Inc,DoorDash
1534,DYCQU,DT Cloud Acquisition Corp,DT Cloud Acquisition
1535,DOCN,DigitalOcean Holdings Inc,DigitalOcean Holdings
1536,DHAI,DIH Holding US Inc,DIH Holding US
1537,DQ,Daqo New Energy Corp,Daqo New Energy
1538,DPCSU,DP Cap Acquisition Corp I,DP Cap Acquisition I
1539,DADA,Dada Nexus Ltd,Dada Nexus
1540,DRCT,Direct Digital Holdings Inc,Direct Digital Holdings
1541,DKS,DICK'S Sporting Goods Inc,DICK'S Sporting Goods
1542,DRI,Darden Restaurants Inc,Darden Restaurants
1543,DECK,Deckers Outdoor Corp,Deckers Outdoor
1544,DDS,Dillard's Inc,Dillard's
1545,DT,Dynatrace Inc,Dynatrace
1546,LPG,Dorian LPG Ltd,Dorian LPG
1547,DDOG,Datadog Inc,Datadog
1548,XRAY,DENTSPLY SIRONA Inc,DENTSPLY SIRONA
1549,DIN,Dine Brands Global Inc,Dine Brands Global
1550,DK,Delek US Holdings Inc,Delek US Holdings
1551,DHI,DR Horton Inc,DR Horton
1552,DB,Deutsche Bank AG,Deutsche Bank AG
1553,DSX,Diana Shipping Inc,Diana Shipping
1554,DAY,Dayforce Inc,Dayforce
1555,DHC,Diversified Healthcare Trust,Diversified Healthcare Trust
1556,DXC,DXC Technology Co,DXC Technology
1557,DSGN,Design Therapeutics Inc,Design Therapeutics
1558,DGII,Digi International Inc,Digi International
1559,APPS,Digital Turbine Inc,Digital Turbine
1560,DRIO,DarioHealth Corp,DarioHealth
1561,DECA,Denali Capital Acquisition Corp,Denali Capital Acquisition
1562,DECAU,Denali Capital Acquisition Corp,Denali Capital Acquisition
1563,DNB,Dun & Bradstreet Holdings Inc,Dun & Bradstreet Holdings
1564,QBTS,D-Wave Quantum Inc,D-Wave Quantum
1565,DOCS,Doximity Inc,Doximity
1566,DSGX,Descartes Systems Group Inc,Descartes Systems Group
1567,DUET,DUET Acquisition Corp,DUET Acquisition
1568,DRD,DRDGOLD Ltd,DRDGOLD
1569,DHACU,Digital Health Acquisition Corp,Digital Health Acquisition
1570,DPCS,DP Cap Acquisition Corp I,DP Cap Acquisition I
1571,DBX,Dropbox Inc,Dropbox
1572,DLO,Dlocal Ltd,Dlocal
1573,DENN,Denny's Corp,Denny's
1574,DXLG,Destination XL Group Inc,Destination XL Group
1575,DOCU,DocuSign Inc,DocuSign
1576,DFIN,Donnelley Financial Solutions Inc,Donnelley Financial Solutions
1577,DOMO,Domo Inc,Domo
1578,DLHC,DLH Holdings Corp,DLH Holdings
1579,DTI,Drilling Tools International Corp,Drilling Tools International
1580,FANG,Diamondback Energy Inc,Diamondback Energy
1581,DCBO,Docebo Inc,Docebo
1582,DTST,Data Storage Corp,Data Storage
1583,DOMA,Doma Holdings Inc,Doma Holdings
1584,DMAC,DiaMedica Therapeutics Inc,DiaMedica Therapeutics
1585,DTSS,Datasea Inc,Datasea
1586,DHIL,Diamond Hill Investment Group Inc,Diamond Hill Investment Group
1587,DLR,Digital Realty Trust Inc,Digital Realty Trust
1588,DAVE,Dave Inc,Dave
1589,PLAY,Dave & Buster's Entertainment Inc,Dave & Buster's Entertainment
1590,DAC,Danaos Corp,Danaos
1591,DTE,DTE Energy Co,DTE Energy
1592,DBD,Diebold Nixdorf Inc,Diebold Nixdorf
1593,DGHI,Digihost Technology Inc,Digihost Technology
1594,DX,Dynex Capital Inc,Dynex Capital
1595,DDI,DoubleDown Interactive Co Ltd,DoubleDown Interactive
1596,DAR,Darling Ingredients Inc,Darling Ingredients
1597,DEO,Diageo PLC,Diageo
1598,DXCM,Dexcom Inc,Dexcom
1599,DM,Desktop Metal Inc,Desktop Metal
1600,DBVT,Dbv Technologies SA,Dbv Technologies
1601,DYN,Dyne Therapeutics Inc,Dyne Therapeutics
1602,DJCO,Daily Journal Corp,Daily Journal
1603,DFH,Dream Finders Homes Inc,Dream Finders Homes
1604,NAPA,Duckhorn Portfolio Inc,Duckhorn Portfolio
1605,DD,Dupont De Nemours Inc,Dupont De Nemours
1606,DPRO,Draganfly Inc,Draganfly
1607,DAL,Delta Air Lines Inc,Delta Air Lines
1608,DGLY,Digital Ally Inc,Digital Ally
1609,DOGZ,Dogness International Corp,Dogness International
1610,DSWL,Deswell Industries Inc,Deswell Industries
1611,DAN,Dana Inc,Dana
1612,DRQ,Dril-Quip Inc,Dril-Quip
1613,DV,DoubleVerify Holdings Inc,DoubleVerify Holdings
1614,DRVN,Driven Brands Holdings Inc,Driven Brands Holdings
1615,DYNT,Dynatronics Corp,Dynatronics
1616,DDL,Dingdong (Cayman) Ltd,Dingdong (Cayman)
1617,DRRX,DURECT Corp,DURECT
1618,DLNG,Dynagas LNG Partners LP,Dynagas LNG Partners LP
1619,DBGI,Digital Brands Group Inc,Digital Brands Group
1620,DAIO,Data I/O Corp,Data I/O
1621,DOUG,Douglas Elliman Inc,Douglas Elliman
1622,BROS,Dutch Bros Inc,Dutch Bros
1623,DRH,Diamondrock Hospitality Co,Diamondrock Hospitality
1624,DFLI,Dragonfly Energy Holdings Corp,Dragonfly Energy Holdings
1625,DTCK,Davis Commodities Ltd,Davismmodities
1626,DCPH,Deciphera Pharmaceuticals Inc,Deciphera Pharmaceuticals
1627,DUOL,Duolingo Inc,Duolingo
1628,IRON,Disc Medicine Inc,Disc Medicine
1629,DVA,DaVita Inc,DaVita
1630,DMTK,DermTech Inc,DermTech
1631,DLTR,Dollar Tree Inc,Dollar Tree
1632,DHR,Danaher Corp,Danaher
1633,DOW,Dow Inc,Dow
1634,DIOD,Diodes Inc,Diodes
1635,DCGO,DocGo Inc,DocGo
1636,DCI,Donaldson Company Inc,Donaldsonmpany
1637,DLB,Dolby Laboratories Inc,Dolby Laboratories
1638,DE,Deere & Co,Deere &
1639,DFS,Discover Financial Services,Discover Financial Services
1640,DNOW,DNOW Inc,DNOW
1641,DTM,DT Midstream Inc,DT Midstream
1642,DEI,Douglas Emmett Inc,Douglas Emmett
1643,DCO,Ducommun Inc,Ducommun
1644,DXYN,Dixie Group Inc,Dixie Group
1645,DNLI,Denali Therapeutics Inc,Denali Therapeutics
1646,DKNG,Draftkings Inc,Draftkings
1647,DOMH,Dominari Holdings Inc,Dominari Holdings
1648,DZSI,DZS Inc,DZS
1649,RDY,Dr Reddy's Laboratories Ltd,Dr Reddy's Laboratories
1650,DUOT,Duos Technologies Group Inc,Duos Technologies Group
1651,DWSN,Dawson Geophysical Co,Dawson Geophysical
1652,DSGR,Distribution Solutions Group Inc,Distribution Solutions Group
1653,DMLP,Dorchester Minerals LP,Dorchester Minerals LP
1654,DOYU,Douyu International Holdings Ltd,Douyu International Holdings
1655,DBRG,DigitalBridge Group Inc,DigitalBridge Group
1656,DAWN,Day One Biopharmaceuticals Inc,Day One Biopharmaceuticals
1657,DGICA,Donegal Group Inc,Donegal Group
1658,DCTH,Delcath Systems Inc,Delcath Systems
1659,DNTH,Dianthus Therapeutics Inc,Dianthus Therapeutics
1660,DYAI,Dyadic International Inc,Dyadic International
1661,DARE,Dare Bioscience Inc,Dare Bioscience
1662,EVO,Evotec SE,Evotec
1663,EPRX,Eupraxia Pharmaceuticals Inc,Eupraxia Pharmaceuticals
1664,EQNR,Equinor ASA,Equinor ASA
1665,EVC,Entravision Communications Corp,Entravisionmmunications
1666,EQT,EQT Corp,EQT
1667,ELAN,Elanco Animal Health Inc,Elanco Animal Health
1668,XOM,Exxon Mobil Corp,Exxon Mobil
1669,EPSN,Epsilon Energy Ltd,Epsilon Energy
1670,EOG,EOG Resources Inc,EOG Resources
1671,EVEX,Eve Holding Inc,Eve Holding
1672,ES,Eversource Energy,Eversource Energy
1673,ELME,Elme Communities,Elmemmunities
1674,EURN,Euronav NV,Euronav
1675,CIG,Energy of Minas Gerais Co,Energy of Minas Gerais
1676,ELDN,Eledon Pharmaceuticals Inc,Eledon Pharmaceuticals
1677,ENTO,Entero Therapeutics Inc,Entero Therapeutics
1678,EMCGU,Embrace Change Acquisition Corp,Embrace Change Acquisition
1679,EHTH,eHealth Inc,eHealth
1680,EBS,Emergent BioSolutions Inc,Emergent BioSolutions
1681,ESAB,ESAB Corp,ESAB
1682,ACT,Enact Holdings Inc,Enact Holdings
1683,EIX,Edison International,Edison International
1684,XFINU,ExcelFin Acquisition Corp,ExcelFin Acquisition
1685,XELA,Exela Technologies Inc,Exela Technologies
1686,EMKR,EMCORE Corp,EMCORE
1687,DEA,Easterly Government Properties Inc,Easterly Government Properties
1688,WTRG,Essential Utilities Inc,Essential Utilities
1689,XFIN,ExcelFin Acquisition Corp,ExcelFin Acquisition
1690,ELBM,Electra Battery Materials Corp,Electra Battery Materials
1691,EMN,Eastman Chemical Co,Eastman Chemical
1692,EDUC,Educational Development Corp,Educational Development
1693,ZGN,Ermenegildo Zegna NV,Ermenegildo Zegna
1694,ELTX,Elicio Therapeutics Inc,Elicio Therapeutics
1695,XGN,Exagen Inc,Exagen
1696,EVGR,Evergreen Corp,Evergreen
1697,ELVN,Enliven Therapeutics Inc,Enliven Therapeutics
1698,EBMT,Eagle Bancorp Montana Inc,Eagle Bancorp Montana
1699,ESNT,Essent Group Ltd,Essent Group
1700,NFYS,Enphys Acquisition Corp,Enphys Acquisition
1701,EFOI,Energy Focus Inc,Energy Focus
1702,EPAM,Epam Systems Inc,Epam Systems
1703,EQ,Equillium Inc,Equillium
1704,SSP,E W Scripps Co,E W Scripps
1705,EZGO,EZGO Technologies Ltd,EZGO Technologies
1706,EHC,Encompass Health Corp,Encompass Health
1707,ERNA,Eterna Therapeutics Inc,Eterna Therapeutics
1708,EHAB,Enhabit Inc,Enhabit
1709,EVAX,Evaxion Biotech A/S,Evaxion Biotech A/S
1710,EGP,Eastgroup Properties Inc,Eastgroup Properties
1711,EML,Eastern Company,Easternmpany
1712,ELSE,Electro-Sensors Inc,Electro-Sensors
1713,EWBC,East West Bancorp Inc,East West Bancorp
1714,EXPD,Expeditors International of Washington Inc,Expeditors International of Washington
1715,EME,EMCOR Group Inc,EMCOR Group
1716,EGAN,eGain Corp,eGain
1717,ENVA,Enova International Inc,Enova International
1718,ESE,ESCO Technologies Inc,ESCO Technologies
1719,EXP,Eagle Materials Inc,Eagle Materials
1720,EXPO,Exponent Inc,Exponent
1721,ERIE,Erie Indemnity Co,Erie Indemnity
1722,EFX,Equifax Inc,Equifax
1723,ENTG,Entegris Inc,Entegris
1724,EQIX,Equinix Inc,Equinix
1725,LLY,Eli Lilly and Co,Eli Lilly and
1726,ENLC,EnLink Midstream LLC,EnLink Midstream LLC
1727,ELF,elf Beauty Inc,elf Beauty
1728,AKO.A,Embotelladora Andina SA,Embotelladora Andina
1729,ELUT,Elutia Inc,Elutia
1730,EMR,Emerson Electric Co,Emerson Electric
1731,ECL,Ecolab Inc,Ecolab
1732,EBF,Ennis Inc,Ennis
1733,EFC,Ellington Financial Inc,Ellington Financial
1734,EXPI,eXp World Holdings Inc,eXp World Holdings
1735,EPR,EPR Properties,EPR Properties
1736,EVTC,Evertec Inc,Evertec
1737,ESGL,ESGL Holdings Ltd,ESGL Holdings
1738,ECDA,ECD Automotive Design Inc,ECD Automotive Design
1739,XPON,Expion360 Inc,Expion360
1740,ETWO,E2open Parent Holdings Inc,E2open Parent Holdings
1741,AKO.B,Embotelladora Andina SA,Embotelladora Andina
1742,EVRG,Evergy Inc,Evergy
1743,ETN,Eaton Corporation PLC,Eatonoration
1744,EVGRU,Evergreen Corp,Evergreen
1745,EXAS,Exact Sciences Corp,Exact Sciences
1746,WIRE,Encore Wire Corp,Encore Wire
1747,EDIT,Editas Medicine Inc,Editas Medicine
1748,WAVE,Eco Wave Power Global AB (publ),Eco Wave Power Global AB (publ)
1749,MNTN.U,Everest Consolidator Acquisition Corp,Everestnsolidator Acquisition
1750,NFYS.U,Enphys Acquisition Corp,Enphys Acquisition
1751,ENPH,Enphase Energy Inc,Enphase Energy
1752,EXPE,Expedia Group Inc,Expedia Group
1753,ETSY,ETSY Inc,ETSY
1754,CIG.C,Energy of Minas Gerais Co,Energy of Minas Gerais
1755,EQC,Equity Commonwealth,Equitymmonwealth
1756,EXTR,Extreme Networks Inc,Extreme Networks
1757,EEFT,Euronet Worldwide Inc,Euronet Worldwide
1758,ETRN,Equitrans Midstream Corp,Equitrans Midstream
1759,ENIC,Enel Chile SA,Enel Chile
1760,EFXT,Enerflex Ltd,Enerflex
1761,EVCM,EverCommerce Inc,EverCommerce
1762,ENOV,Enovis Corp,Enovis
1763,XPRO,Expro Group Holdings NV,Expro Group Holdings
1764,KODK,Eastman Kodak Co,Eastman Kodak
1765,EW,Edwards Lifesciences Corp,Edwards Lifesciences
1766,ENV,Envestnet Inc,Envestnet
1767,ENVB,Enveric Biosciences Inc,Enveric Biosciences
1768,EKSO,Ekso Bionics Holdings Inc,Ekso Bionics Holdings
1769,MRAM,Everspin Technologies Inc,Everspin Technologies
1770,EDR,Endeavor Group Holdings Inc,Endeavor Group Holdings
1771,ESQ,Esquire Financial Holdings Inc,Esquire Financial Holdings
1772,ENTX,Entera Bio Ltd,Entera Bio
1773,ETD,Ethan Allen Interiors Inc,Ethan Allen Interiors
1774,MNTN,Everest Consolidator Acquisition Corp,Everestnsolidator Acquisition
1775,EVOK,Evoke Pharma Inc,Evoke Pharma
1776,LOCO,El Pollo Loco Holdings Inc,El Pollo Loco Holdings
1777,CLWT,Euro Tech Holdings Company Ltd,Euro Tech Holdingsmpany
1778,EZPW,EZCORP Inc,EZCORP
1779,EPC,Edgewell Personal Care Co,Edgewell Personal Care
1780,EEIQ,EpicQuest Education Group International Ltd,EpicQuest Education Group International
1781,DAVA,Endava PLC,Endava
1782,EBON,Ebang International Holdings Inc,Ebang International Holdings
1783,EOSE,Eos Energy Enterprises Inc,Eos Energy Enterprises
1784,ESEA,Euroseas Ltd,Euroseas
1785,EVBG,Everbridge Inc,Everbridge
1786,EEX,Emerald Holding Inc,Emerald Holding
1787,EXK,Endeavour Silver Corp,Endeavour Silver
1788,EDRY,EuroDry Ltd,EuroDry
1789,EGRX,Eagle Pharmaceuticals Inc,Eagle Pharmaceuticals
1790,EVA,Enviva Inc,Enviva
1791,EYPT,EyePoint Pharmaceuticals Inc,EyePoint Pharmaceuticals
1792,E,Eni SpA,Eni SpA
1793,GWH,ESS Tech Inc,ESS Tech
1794,EFTR,eFFECTOR Therapeutics Inc,eFFECTOR Therapeutics
1795,NPO,Enpro Inc,Enpro
1796,EXLS,Exlservice Holdings Inc,Exlservice Holdings
1797,ERII,Energy Recovery Inc,Energy Recovery
1798,EDBL,Edible Garden AG Inc,Edible Garden AG
1799,EVH,Evolent Health Inc,Evolent Health
1800,ECPG,Encore Capital Group Inc,Encore Capital Group
1801,EPIX,ESSA Pharma Inc,ESSA Pharma
1802,EDN,Empresa Distribuidora y Comercializadora Norte SA,Empresa Distribuidora ymercializadora Norte
1803,ENR,Energizer Holdings Inc,Energizer Holdings
1804,ENFN,Enfusion Inc,Enfusion
1805,EIG,Employers Holdings Inc,Employers Holdings
1806,ESTC,Elastic NV,Elastic
1807,EWTX,Edgewise Therapeutics Inc,Edgewise Therapeutics
1808,ENSC,Ensysce Biosciences Inc,Ensysce Biosciences
1809,ESRT,Empire State Realty Trust Inc,Empire State Realty Trust
1810,ETON,Eton Pharmaceuticals Inc,Eton Pharmaceuticals
1811,EOLS,Evolus Inc,Evolus
1812,EYEN,Eyenovia Inc,Eyenovia
1813,NVNO,enVVeno Medical Corp,enVVeno Medical
1814,EXFY,Expensify Inc,Expensify
1815,ERJ,Embraer SA,Embraer
1816,ETR,Entergy Corp,Entergy
1817,EARN,Ellington Credit Co,Ellington Credit
1818,ELEV,Elevation Oncology Inc,Elevation Oncology
1819,EB,Eventbrite Inc,Eventbrite
1820,ELYM,Eliem Therapeutics Inc,Eliem Therapeutics
1821,EGIO,Edgio Inc,Edgio
1822,EVER,EverQuote Inc,EverQuote
1823,EZFL,EzFill Holdings Inc,EzFill Holdings
1824,ENZ,Enzo Biochem Inc,Enzo Biochem
1825,EVLV,Evolv Technologies Holdings Inc,Evolv Technologies Holdings
1826,XCUR,Exicure Inc,Exicure
1827,ESHA,ESH Acquisition Corp,ESH Acquisition
1828,EQH,Equitable Holdings Inc,Equitable Holdings
1829,EVR,Evercore Inc,Evercore
1830,ESPR,Esperion Therapeutics Inc,Esperion Therapeutics
1831,EPAC,Enerpac Tool Group Corp,Enerpac Tool Group
1832,ELWS,Earlyworks Co Ltd,Earlyworks
1833,EWCZ,European Wax Center Inc,European Wax Center
1834,ENB,Enbridge Inc,Enbridge
1835,EJH,E-Home Household Service Holdings Ltd,E-Home Household Service Holdings
1836,EFSCP,Enterprise Financial Services Corp,Enterprise Financial Services
1837,EG,Everest Group Ltd,Everest Group
1838,EUDA,EUDA Health Holdings Ltd,EUDA Health Holdings
1839,EVTV,Envirotech Vehicles Inc,Envirotech Vehicles
1840,ELS,Equity LifeStyle Properties Inc,Equity LifeStyle Properties
1841,ECX,Ecarx Holdings Inc.,Ecarx Holdings.
1842,ECBK,ECB Bancorp Inc,ECB Bancorp
1843,EGO,Eldorado Gold Corp,Eldorado Gold
1844,EPD,Enterprise Products Partners LP,Enterprise Products Partners LP
1845,ET,Energy Transfer LP,Energy Transfer LP
1846,EBTC,Enterprise Bancorp Inc,Enterprise Bancorp
1847,EXEL,Exelixis Inc,Exelixis
1848,EQBK,Equity Bancshares Inc,Equity Bancshares
1849,COCH,Envoy Medical Inc,Envoy Medical
1850,EVGO,EVgo Inc,EVgo
1851,ELV,Elevance Health Inc,Elevance Health
1852,EMCG,Embrace Change Acquisition Corp,Embrace Change Acquisition
1853,ESGR,Enstar Group Ltd,Enstar Group
1854,ENSG,Ensign Group Inc,Ensign Group
1855,ENTA,Enanta Pharmaceuticals Inc,Enanta Pharmaceuticals
1856,EBAY,eBay Inc,eBay
1857,ELTK,Eltek Ltd,Eltek
1858,EAST,Eastside Distilling Inc,Eastside Distilling
1859,EL,Estee Lauder Companies Inc,Estee Laudermpanies
1860,ESI,Element Solutions Inc,Element Solutions
1861,ESS,Essex Property Trust Inc,Essex Property Trust
1862,PLUS,ePlus inc,ePlus inc
1863,ENS,EnerSys,EnerSys
1864,ECVT,Ecovyst Inc,Ecovyst
1865,ESLA,Estrella Immunopharma Inc,Estrella Immunopharma
1866,ESLT,Elbit Systems Ltd,Elbit Systems
1867,NVST,Envista Holdings Corp,Envista Holdings
1868,EC,Ecopetrol SA,Ecopetrol
1869,SATS,EchoStar Corp,EchoStar
1870,EQR,Equity Residential,Equity Residential
1871,ESOA,Energy Services Of America Corp,Energy Services Of America
1872,ESCA,Escalade Inc,Escalade
1873,NVRI,Enviri Corp,Enviri
1874,ERO,Ero Copper Corp,Eropper
1875,ENLT,Enlight Renewable Energy Ltd,Enlight Renewable Energy
1876,ERAS,Erasca Inc,Erasca
1877,NRGV,Energy Vault Holdings Inc,Energy Vault Holdings
1878,ESTA,Establishment Labs Holdings Inc,Establishment Labs Holdings
1879,EVGN,Evogene Ltd,Evogene
1880,EPRT,Essential Properties Realty Trust Inc,Essential Properties Realty Trust
1881,EDSA,Edesa Biotech Inc,Edesa Biotech
1882,ENG,ENGlobal Corp,ENGlobal
1883,ELVA,Electrovaya Inc,Electrovaya
1884,EU,enCore Energy Corp,enCore Energy
1885,EA,Electronic Arts Inc,Electronic Arts
1886,ENLV,Enlivex Therapeutics Ltd,Enlivex Therapeutics
1887,EBC,Eastern Bankshares Inc,Eastern Bankshares
1888,NDRA,ENDRA Life Sciences Inc,ENDRA Life Sciences
1889,OCTO,Eightco Holdings Inc,Eightco Holdings
1890,ESGRO,Enstar Group Ltd,Enstar Group
1891,EXAI,Exscientia PLC,Exscientia
1892,WATT,Energous Corp,Energous
1893,EDAP,Edap Tms SA,Edap Tms
1894,EFSC,Enterprise Financial Services Corp,Enterprise Financial Services
1895,EE,Excelerate Energy Inc,Excelerate Energy
1896,ENVX,Enovix Corp,Enovix
1897,EVRI,Everi Holdings Inc,Everi Holdings
1898,ESSA,ESSA Bancorp Inc,ESSA Bancorp
1899,EXC,Exelon Corp,Exelon
1900,TRDA,Entrada Therapeutics Inc,Entrada Therapeutics
1901,SOL,Emeren Group Ltd,Emeren Group
1902,ECOR,"electroCore, Inc.","electroCore,."
1903,RAYA,Erayak Power Solution Group Inc,Erayak Power Solution Group
1904,ENGN,enGene Holdings Inc,enGene Holdings
1905,EXR,Extra Space Storage Inc,Extra Space Storage
1906,ELAB,ELEVAI Labs Inc,ELEVAI Labs
1907,ESGRP,Enstar Group Ltd,Enstar Group
1908,EH,EHang Holdings Ltd,EHang Holdings
1909,EGBN,Eagle Bancorp Inc,Eagle Bancorp
1910,EMBC,Embecta Corp,Embecta
1911,FRES,Fresh2 Group Ltd,Fresh2 Group
1912,FNWD,Finward Bancorp,Finward Bancorp
1913,FULTP,Fulton Financial Corp,Fulton Financial
1914,FBNC,First Bancorp (North Carolina),First Bancorp (North Carolina)
1915,FWRD,Forward Air Corp,Forward Air
1916,FTEK,Fuel Tech Inc,Fuel Tech
1917,FORTY,Formula Systems 1985 Ltd,Formula Systems 1985
1918,FER,Ferrovial SE,Ferrovial
1919,FLUT,Flutter Entertainment PLC,Flutter Entertainment
1920,FAT,FAT Brands Inc,FAT Brands
1921,FNWB,First Northwest Bancorp,First Northwest Bancorp
1922,BUSE,First Busey Corp,First Busey
1923,FGBIP,First Guaranty Bancshares Inc,First Guaranty Bancshares
1924,ULCC,Frontier Group Holdings Inc,Frontier Group Holdings
1925,FCPT,Four Corners Property Trust Inc,Fourrners Property Trust
1926,FRME,First Merchants Corp,First Merchants
1927,FXNC,First National Corp,First National
1928,FSBW,FS Bancorp Inc,FS Bancorp
1929,FSS,Federal Signal Corp,Federal Signal
1930,FEXDU,Fintech Ecosystem Development Corp,Fintech Ecosystem Development
1931,GUTS,Fractyl Health Inc,Fractyl Health
1932,BHACU,Focus Impact BH3 Acquisition Co,Focus Impact BH3 Acquisition
1933,FLFVU,Feutune Light Acquisition Corp,Feutune Light Acquisition
1934,FISI,Financial Institutions Inc,Financial Institutions
1935,FLR,Fluor Corp,Fluor
1936,FLFV,Feutune Light Acquisition Corp,Feutune Light Acquisition
1937,FIVE,Five Below Inc,Five Below
1938,FTIIU,Futuretech II Acquisition Corp,Futuretech II Acquisition
1939,FBLG,Fibrobiologics Inc,Fibrobiologics
1940,FATBB,FAT Brands Inc,FAT Brands
1941,FFBC,First Financial Bancorp,First Financial Bancorp
1942,FGBI,First Guaranty Bancshares Inc,First Guaranty Bancshares
1943,FMAO,Farmers & Merchants Bancorp Inc,Farmers & Merchants Bancorp
1944,FEDU,Four Seasons Education (Cayman) Inc,Four Seasons Education (Cayman)
1945,FCEL,Fuelcell Energy Inc,Fuelcell Energy
1946,FANH,Fanhua Inc,Fanhua
1947,FIACU,Focus Impact Acquisition Corp,Focus Impact Acquisition
1948,FLEX,Flex Ltd,Flex
1949,FHN,First Horizon Corp,First Horizon
1950,AFRI,Forafric Global PLC,Forafric Global
1951,EMLD,FTAC Emerald Acquisition Corp,FTAC Emerald Acquisition
1952,FTNT,Fortinet Inc,Fortinet
1953,HTOO,Fusion Fuel Green PLC,Fusion Fuel Green
1954,FNB,FNB Corp,FNB
1955,FBIO,Fortress Biotech Inc,Fortress Biotech
1956,BLX,Foreign Trade Bank of Latin America Inc,Foreign Trade Bank of Latin America
1957,FCCO,First Community Corp (South Carolina),Firstmmunity (South Carolina)
1958,FCAP,First Capital Inc,First Capital
1959,EMLDU,FTAC Emerald Acquisition Corp,FTAC Emerald Acquisition
1960,NOTE,FiscalNote Holdings Inc,FiscalNote Holdings
1961,FRPH,FRP Holdings Inc,FRP Holdings
1962,FELE,Franklin Electric Co Inc,Franklin Electric
